,Shop,Address,Latitude,Longitude,Borough
1140,The Press Room,"5 Claremont Rd, London, Surbiton KT6 4QR, UK",51.393485,-0.304504,Kingston upon Thames
1141,Tiffani Coffee Shop,"85 Crescent Rd, Kingston upon Thames KT2 7RE, UK",51.4203629,-0.278543,Kingston upon Thames
1142,Wags N Tales,"7-9 Brighton Rd, Surbiton KT6 5LX, UK",51.3909664,-0.3090857,Kingston upon Thames
1143,YMCA Surbiton Community Cafe,"YMCA Surbiton, 49 Victoria Rd, Surbiton KT6 4NG, UK",51.3912954,-0.3084674,Kingston upon Thames
1144,'The Black Lab' Coffee House,"18 Clapham Common South Side, Clapham, London SW4 7AB, UK",51.4610549,-0.1386729,Lambeth
1145,272 Brixton Road,"272 Brixton Rd, London SW9 6AQ, UK",51.470806,-0.11281,Lambeth
1146,7oZ Coffee,"7 Bedford Rd, Clapham, London SW4 7SH, UK",51.4650713,-0.1291708,Lambeth
1147,AMT Coffee,"Estreham Rd, Streatham, London SW16 5NT, UK",51.4184949,-0.1359099,Lambeth
1148,Balance,"179 Ferndale Rd, Brixton, London SW9 8BA, UK",51.46391,-0.1166298,Lambeth
1149,Batch & Co Coffee,"54 Streatham Hill, Streatham, London SW2 4RD, UK",51.4419049,-0.1249024,Lambeth
1150,Big Bad Wolf Coffee,"12 Mitcham Ln, Streatham, London SW16 6NN, UK",51.4284012,-0.1321476,Lambeth
1151,Blue Turtle Oasis,"210 Coldharbour Ln, Brixton, London SW9 8SA, UK",51.4660114,-0.1023399,Lambeth
1152,Brickwood,"16 Clapham Common South Side, Clapham, London SW4 7AB, UK",51.4612196,-0.1384025,Lambeth
1153,Bright Life Coffee shop London,"217 Streatham High Rd, Streatham, London SW16 2ED, UK",51.427068,-0.131021,Lambeth
1154,Brixton Blend,"8 Tunstall Rd, Brixton, London SW9 8BN, UK",51.4627676,-0.1156515,Lambeth
1155,Busonero Coffee,"300 Norwood Rd, West Norwood, London SE27 9AF, UK",51.4357147,-0.1044711,Lambeth
1156,CAYA,"344 Coldharbour Ln, Brixton, London SW9 8QH, UK",51.462846,-0.108791,Lambeth
1157,Cable Cafe,"8 Brixton Rd, London SW9 6BU, UK",51.4806975,-0.1111195,Lambeth
1158,Cafe Estrelicia,"59 Stockwell Green, Stockwell, London SW9 9HU, UK",51.4684795,-0.1196544,Lambeth
1159,Caffè Nero,"170 Streatham High Rd, Streatham, London SW16 1BJ, UK",51.43259339999999,-0.1291743,Lambeth
1160,Caffè Nero,"186 Clapham High St, Clapham, London SW4 7UG, UK",51.46231479999999,-0.1375326,Lambeth
1161,Caffè Nero - Brixton Morleys,"Brixton Morleys, Brixton, London SW9 8EH, UK",51.46256839999999,-0.1153326,Lambeth
1162,Café Lulu,"276 Rosendale Rd, London SE24 9DL, UK",51.44799399999999,-0.1011376,Lambeth
1163,Coffee Wake Cup,"14 Clapham Park Rd, Clapham, London SW4 7BB, UK",51.4610819,-0.1364494,Lambeth
1164,Coleman Coffee Roasters,"20 Lower Marsh, Lambeth, London SE1 7RJ, UK",51.5006548,-0.1129673,Lambeth
1165,Costa Coffee,"529 Norwood Rd, West Norwood, London SE27 9DL, UK",51.4346244,-0.103574,Lambeth
1166,Costa Coffee,"16 Balham Hill, Balham, London SW12 9DY, UK",51.4526407,-0.1473448,Lambeth
1167,Costa Coffee,"458-460, Brixton Rd, Stockwell, London SW9 8EA, UK",51.46304379999999,-0.1151852,Lambeth
1168,Costa Coffee,"D Golden jubilee wing, Kings College Hospital, London SE5 9RS, United Kingdom",51.46848139999999,-0.09341329999999999,Lambeth
1169,Costa Coffee,"Clapham Rd, Stockwell, London SW9 9AE, UK",51.4723907,-0.1227583,Lambeth
1170,Costa Coffee,"118-120 Westminster Bridge Rd, Lambeth, London SE1 7RW, UK",51.4991254,-0.1124702,Lambeth
1171,Estate Office Coffee,"1 Drewstead Rd, Streatham, London SW16 1LY, UK",51.4379292,-0.1276584,Lambeth
1172,Express Cafe,"15-17 Market Row, Brixton, London SW9 8LB, UK",51.461754,-0.113268,Lambeth
1173,F. Mondays,"112A Brixton Hill, London SW2 1AH, UK",51.4539805,-0.1204713,Lambeth
1174,Federation Coffee,"77-78, Brixton Village and Market Row, Coldharbour Ln, London SW9 8PS, United Kingdom",51.4624605,-0.1117459,Lambeth
1175,Frangipan Cafe,"96 Knight's Hill, West Norwood, London SE27 0JL, UK",51.42998559999999,-0.1045852,Lambeth
1176,Greggs,"324 Norwood Rd, West Norwood, London SE27 9AF, UK",51.4352893,-0.1042019,Lambeth
1177,Hub Coffee House,"1 Kennington Rd, Lambeth, London SE1 7QP, UK",51.4981793,-0.1119372,Lambeth
1178,I Due Amici Coffee Shop,"310-312 Kennington Rd, London SE11 4LD, UK",51.48742619999999,-0.1115209,Lambeth
1179,Il Forno Cafe,"420bc, Streatham High Rd, London SW16 3SN, United Kingdom",51.422038,-0.129369,Lambeth
1180,Jolie Vue Coffee London,"296 Streatham High Rd, Streatham, London SW16 6HG, UK",51.42790220000001,-0.1311951,Lambeth
1181,La Baita,"Windmill Dr, London SW4 9DE, UK",51.4583561,-0.1486645,Lambeth
1182,Maiolica Cafè,"789 Wandsworth Rd, Clapham, London SW8 3JQ, UK",51.4667602,-0.1478053,Lambeth
1183,Nostro,"126 Streatham High Rd, Streatham, London SW16 1BW, UK",51.4339237,-0.1285468,Lambeth
1184,Perks & White,"Station Rise, West Norwood, London SE27 9BW, UK",51.440043,-0.105213,Lambeth
1185,Perks & White,"Station, Railton Rd, Herne Hill, London SE24 0JW, UK",51.4531125,-0.1024291,Lambeth
1186,Pintadera Café,"50 Knight's Hill, West Norwood, London SE27 0JD, UK",51.431524,-0.1042574,Lambeth
1187,Recovery Coffee House,"26 New Park Rd, London SW2 4UN, UK",51.448725,-0.1251609,Lambeth
1188,Sally White,"353 Kennington Rd, London SE11 4QE, UK",51.4870783,-0.1111574,Lambeth
1189,Sendero Specialty Coffee,"2 Lavender Hill, Battersea, London SW11 5RW, UK",51.4664448,-0.1506718,Lambeth
1190,Smoketronics Vape & Coffee Shop (Gipsy Road),"235 Gipsy Rd, West Norwood, London SE27 9QY, UK",51.4275818,-0.08723249999999999,Lambeth
1191,Sport Cafe,"73 Stockwell Rd, Stockwell, London SW9 9PY, UK",51.469226,-0.1193472,Lambeth
1192,Starbucks,"154 Streatham Hill, Streatham, London SW2 4RS, UK",51.4389669,-0.1266539,Lambeth
1193,Starbucks,"202-204 Clapham High St, Clapham, London SW4 7UD, UK",51.4620979,-0.1381375,Lambeth
1194,Starbucks,"40-42 Old Town, Clapham, London SW4 0LB, UK",51.4638023,-0.1420062,Lambeth
1195,Starbucks,"Sainsbury's, 62 Wandsworth Rd, Nine Elms, London SW8 2LF, UK",51.4804452,-0.1282619,Lambeth
1196,Stir Coffee Brixton,"111 Brixton Hill, Brixton, London SW2 1AA, UK",51.4544784,-0.1196026,Lambeth
1197,Sugar Pot,"248 Kennington Park Rd, London SE11 4DA, UK",51.4836393,-0.1111383,Lambeth
1198,The Book and Record Bar,"20 Norwood High St, West Norwood, London SE27 9NR, UK",51.4310148,-0.1023545,Lambeth
1199,The Coffee Lovers fl Cafe,"268, Nine Elms, London SW8 2JR, UK",51.4741685,-0.1329501,Lambeth
1200,The Common Espresso Bar London,"10 Clapham Park Rd, Clapham, London SW4 7BB, UK",51.4613421,-0.1368098,Lambeth
1201,The Kennington Coffee Shop,"Wincott Parade, 3, 173 Kennington Rd, London SE11 6SR, United Kingdom",51.4928871,-0.110625,Lambeth
1202,The Little Cat Cafe,"Cormont Rd, Camberwell, London SE5 9RQ, UK",51.474358,-0.104628,Lambeth
1203,Urban Botanica,"14 Windmill Row, Kennington, London SE11 5DW, UK",51.4870894,-0.1116595,Lambeth
1204,Vanilla Black Coffee & Books,"308 Kennington Rd, London SE11 4LD, UK",51.4875049,-0.1115085,Lambeth
1205,Volcano Coffee Works Cafe,"40 Martell Rd, London SE21 8EN, UK",51.4331042,-0.0945039,Lambeth
1206,ARCHIBALD'S,"164 Manor Ln, London SE12 8LP, UK",51.4516146,0.0054876,Lewisham
1207,Arlo & Moe,"340 Brockley Rd, Brockley, London SE4 2BT, UK",51.4557073,-0.0367369,Lewisham
1208,Bella Nova London,"304B Brockley Rd, Brockley, London SE4 2RA, UK",51.458775,-0.034168,Lewisham
1209,Birdie Num Nums Cafe,"11 Lewisham Way, New Cross, London SE14 6PP, UK",51.475399,-0.035555,Lewisham
1210,Brown & Green Cafe,"Mayow Park, Sydenham Recreation Ground, London SE26 4JA, United Kingdom",51.4288782,-0.0471019,Lewisham
1211,Browns of Brockley,"5-6 Coulgate St, Brockley, London SE4 2RW, UK",51.4644685,-0.0369519,Lewisham
1212,Cafe Bianca London,"65 Deptford High St, Deptford, London SE8 4AA, UK",51.476552,-0.0260074,Lewisham
1213,Cafe Oscars,"48 Ladywell Rd, Lewisham, London SE13 7UZ, UK",51.45645,-0.020202,Lewisham
1214,Caravello Coffee Shop,"177 Torridon Rd, London SE6 1DS, UK",51.4402306,-0.0016994,Lewisham
1215,Centre Cafe Shop,"21 Burnt Ash Rd, Lee, London SE12 8RG, UK",51.4556148,0.0116977,Lewisham
1216,Cobbs Corner,"260 Kirkdale, London SE26 4NP, UK",51.4267903,-0.0558926,Lewisham
1217,Coffee Well,"Station, Ladywell, Ladywell Rd, London SE13 7XB, United Kingdom",51.45627289999999,-0.0191858,Lewisham
1218,Corte Coffee,"189 Lewisham High St, Lewisham, London SE13 9AY, UK",51.4597261,-0.011404,Lewisham
1219,Costa Coffee,"4, Bell Green Retail Park, London SE26 4PU, UK",51.43158200000001,-0.034328,Lewisham
1220,Costa Coffee,"7 London Rd, Forest Hill, London SE23 3TW, UK",51.4389885,-0.0543933,Lewisham
1221,Costa Coffee,"14-15 Catford Broadway, Catford, London SE6 4SP, UK",51.4452034,-0.0217621,Lewisham
1222,Costa Coffee,"99-103 Rushey Green, Catford, London SE6 4AF, UK",51.4472702,-0.0180045,Lewisham
1223,Costa Coffee,"Unit 41 Lewisham Shopping Centre, London SE13 7EP, United Kingdom",51.46260340000001,-0.0119338,Lewisham
1224,Costa Coffee,"41 Tranquil Vale, Blackheath, London SE3 0BU, UK",51.4665161,0.0075822,Lewisham
1225,Costa Coffee,"37-39 Lewisham Way, New Cross, London SE14 6PP, UK",51.474941,-0.0347125,Lewisham
1226,Costa Coffee,"Units A and B, 1 Giffin St, London SE8 4RJ, United Kingdom",51.4778697,-0.0253486,Lewisham
1227,Crave Breakfast and Lunch Ltd,"247A Lewisham Way, Saint John's, London SE4 1XF, UK",51.4693942,-0.0272199,Lewisham
1228,"Delight House Cafe, Cakes Wedding, Coffee Lewshiam, Bakery","209 Lewisham Way, Saint John's, London SE4 1UY, UK",51.4704631,-0.0286919,Lewisham
1229,Greggs,"136 Rushey Green, Catford, London SE6 4HQ, UK",51.44634869999999,-0.0197385,Lewisham
1230,Greggs Bromley Road,"439 Bromley Rd, Bromley BR1 4PH, UK",51.4253385,-0.0044683,Lewisham
1231,Kente Coffee Shop London,"16 Sydenham Rd, London SE26 5QW, UK",51.4262713,-0.05380509999999999,Lewisham
1232,Le Delice,"38 Ladywell Rd, Lewisham, London SE13 7UZ, UK",51.4565152,-0.0197385,Lewisham
1233,Lomond Coffee,"Arch 7, Deptford Market Yard, Deptford High St, London SE8 4BX, United Kingdom",51.4784897,-0.0270792,Lewisham
1234,London Velo,"18 Deptford High St, New Cross, London SE8 4AF, UK",51.4755213,-0.0258581,Lewisham
1235,MUGHEAD COFFEE,"359 New Cross Rd, New Cross, London SE14 6AT, UK",51.47596919999999,-0.0353974,Lewisham
1236,Montpeliers,"35 Montpelier Vale, Lewisham, London SE3 0TJ, UK",51.4673751,0.0081828,Lewisham
1237,Mouse Tail Coffee Stories,"Arch 3, Deptford Railway Station, Deptford High St, Deptford, London SE8 4NS, UK",51.4788557,-0.0265639,Lewisham
1238,No50 Friendly Street,"50 Friendly St, Saint John's, London SE8 4DR, UK",51.471461,-0.0253846,Lewisham
1239,On the Hoof Coffee Station,"Sydenham Station Approach, London SE26 5EU, UK",51.4272249,-0.05425199999999999,Lewisham
1240,Patisserie Charlotte,"6 Leegate, Lee, London SE12 8SS, UK",51.4557216,0.0126039,Lewisham
1241,Pistachios in the Park,"47 Vicars Hill, London SE13 7JN, UK",51.4601434,-0.0241747,Lewisham
1242,Resta Coffee Bar,"299 Baring Rd, Grove Park, London SE12 0DZ, UK",51.4308424,0.0215012,Lewisham
1243,Rough and Ready,"311 Evelyn St, Deptford SE8 5RH, UK",51.48391840000001,-0.030945,Lewisham
1244,St David Coffee House,"5 David's Rd, Forest Hill, London SE23 3EP, UK",51.4397763,-0.0541594,Lewisham
1245,Starbucks,"Unit 28, Lewisham High St, Lewisham, London SE13 7HB, UK",51.46154110000001,-0.0124529,Lewisham
1246,Sugahill,"250 Kirkdale, London SE26 4NL, UK",51.4273281,-0.05636770000000001,Lewisham
1247,The Broca,"4 Coulgate St, Brockley, London SE4 2RW, UK",51.4645848,-0.036869,Lewisham
1248,The Coffee Room Deptford,"24 Deptford Broadway, Deptford, London SE8 4PA, UK",51.4749752,-0.0240789,Lewisham
1249,The Greenhouse Deptford,"481 New Cross Rd, New Cross, London SE14 6TA, UK",51.4753732,-0.0281619,Lewisham
1250,The Journey Cafe,"110 Kirkdale, Forest Hill, London SE26 4BG, UK",51.4320313,-0.06086229999999999,Lewisham
1251,The Teapot coffee shop,"The Teapot, 56 London Rd, Forest Hill, London SE23 3HF, UK",51.4399123,-0.05610780000000001,Lewisham
1252,The Waiting Room Coffee Bar,"134 Deptford High St, Deptford, London SE8 3PQ, UK",51.4789325,-0.025973,Lewisham
1253,The Web Internet Cafe,"27 London Rd, Forest Hill, London SE23 3TY, UK",51.4392959,-0.0552141,Lewisham
1254,VANILLAS COFFEE,"157 Brookbank Rd, London SE13 7DA, UK",51.46288430000001,-0.0235808,Lewisham
1255,Arthur's - Cafe and Coffee Shop Wimbledon Park,"Wimbledon Park Hall, 170 Arthur Rd, Wimbledon Park, London SW19 8AQ, UK",51.4349099,-0.1970855,Merton
1256,Bliss Cafe,"264 The Broadway, London SW19 1SB, UK",51.4196486,-0.1943542,Merton
1257,Britannia Cafe,"17 Lyon Rd, London SW19 2RL, UK",51.4126896,-0.1861889,Merton
1258,Caffè Nero,"tandem centre, 1, London SW19 2TY, United Kingdom",51.4143866,-0.177237,Merton
1259,Caffè Nero,"6 The Broadway, Wimbledon, London SW19 1RF, UK",51.42048279999999,-0.2047249,Merton
1260,Caffè Nero,"Elys, 16 St George's Rd, Wimbledon, London SW19 4DP, UK",51.4213622,-0.2088033,Merton
1261,Caffè Nero,"High St, Wimbledon, London SW19 5EE, UK",51.4253913,-0.2180866,Merton
1262,Coco Beanz,"81 London Rd, Morden SM4 5HP, UK",51.4011817,-0.1952916,Merton
1263,Coffee at 27,"27 London Rd, Tooting, London SW17 9JR, UK",51.41957799999999,-0.161504,Merton
1264,Coffee in the Wood,"99-101 High Street Colliers Wood, Colliers Wood, London SW19 2JF, UK",51.419094,-0.177074,Merton
1265,Coolangatta Cafe,"281 Kingston Rd, London SW20 8DB, UK",51.4108387,-0.2096428,Merton
1266,Costa Coffee,"New Malden KT3 6HF, UK",51.39894839999999,-0.243562,Merton
1267,Costa Coffee,"88 Bushey Rd, Raynes Park, London SW20 0JW, UK",51.4048628,-0.2409098,Merton
1268,Costa Coffee,"unit a, 213 Worple Rd, Wimbledon, London SW20 8QY, UK",51.4104281,-0.2299949,Merton
1269,Costa Coffee,"2 Morden Rd, South Wimbledon, London SW19 3BH, UK",51.41532609999999,-0.1927114,Merton
1270,Costa Coffee,"Unit 305, Centre Court Shopping Centre, Wimbledon, London SW19 8YE, UK",51.42075879999999,-0.2056043,Merton
1271,Costa Coffee,"5 The Broadway, Wimbledon, London SW19 8YB, UK",51.4210041,-0.2057345,Merton
1272,Costa Coffee,"Wimbledon Station, Wimbledon, London SW19 7NL, UK",51.421651,-0.2062813,Merton
1273,Costa Colliers Wood,"62 High Street Colliers Wood, Colliers Wood, London SW19 2BY, UK",51.4205627,-0.1757768,Merton
1274,Costa Kingston Road,"363-365 Kingston Rd, Wimbledon Chase, London SW20 8JX, UK",51.4096323,-0.213161,Merton
1275,Harris + Hoole New Malden,"300 Beverley Way, New Malden KT3 4PJ, UK",51.4021346,-0.2395709,Merton
1276,Kaldi Coffee,"Wimbledon Bridge, Wimbledon, London SW19 7NF, UK",51.4213199,-0.2072574,Merton
1277,Le Pain Quotidien,"4-5 High St, Wimbledon, London SW19 5DX, UK",51.4241995,-0.2160157,Merton
1278,Lupo Bros,"377 Durnsford Rd, London SW19 8EF, UK",51.438696,-0.197098,Merton
1279,Maison St Cassien,"71 High St, Wimbledon, London SW19 5EE, UK",51.4255204,-0.2177208,Merton
1280,PAUL Wimbledon,"87 High Street Wimbledon, Wimbledon, London SW19 5EG, UK",51.4249452,-0.2165761,Merton
1281,Pop In Cafe,"257 London Rd, Mitcham CR4 3NH, UK",51.40447469999999,-0.1646618,Merton
1282,Saucer & Cup,"159 Arthur Rd, Wimbledon Park, London SW19 8AD, UK",51.4349115,-0.198678,Merton
1283,Starbucks,"1,3, 5 Station Buildings, Raynes Park, London SW20 0JY, UK",51.40937599999999,-0.2300204,Merton
1284,Starbucks,"Platform 7, 8 The Bridge, Wimbledon, London SW19 7NS, UK",51.4211783,-0.2076406,Merton
1285,Starbucks Coffee,"Unit 10, The Tandem Centre, Colliers Wood, London SW19 2PT, UK",51.41357259999999,-0.1778707,Merton
1286,Starbucks Coffee,"Unit 5, 10 Wimbledon Hill Rd, Wimbledon, London SW19 7NS, UK",51.4211038,-0.207562,Merton
1287,Tesco Café,"300 Beverley Way, New Malden KT3 4PJ, UK",51.4023548,-0.2400087,Merton
1288,The Lantern Coffee House,"195-205 Worple Rd, Wimbledon, London SW20 8ET, UK",51.4107061,-0.2288537,Merton
1289,Windmill Tea Rooms,"Windmill Rd, Wimbledon, London SW19 5NQ, UK",51.4378095,-0.2316937999999999,Merton
1290,Aunt Sallys Cafe,"14 Pilgrims Way, East Ham, London E6 1HW, UK",51.534977,0.05184399999999999,Newham
1291,Blue River Cafe,"88 Leytonstone Rd, London E15 1TQ, UK",51.5500125,0.0054029,Newham
1292,Cafe Italia,"963 Romford Rd, Manor Park, London E12 5JR, UK",51.5546997,0.0595023,Newham
1293,Caffè Nero,"Hartmann Rd, Royal Docks, London E16 2PX, UK",51.5033068,0.0504185,Newham
1294,Caffè Nero,"Stratford Railway Station, Station St, London E15 1AZ, UK",51.5416119,-0.003008,Newham
1295,Caffè Nero,"Olympic Park, Westfield Stratford City, Montfichet Rd, London E20 1EJ, United Kingdom",51.54288099999999,-0.0055426,Newham
1296,Coffee Hut,"39 Plashet Grove, Upton Park, London E6 1AD, UK",51.5375196,0.0357173,Newham
1297,Colicci Coffee,"1 Montfichet Rd, London E20 1EE, UK",51.5428212,-0.0077489,Newham
1298,Cornerstone Cafe London,"408 Barking Rd, Plaistow, London E13 8HJ, UK",51.52256320000001,0.0236229,Newham
1299,Costa Coffee,"Costa at DLR Station London City Airport King George V Dock, London E16 2PX, United Kingdom",51.5036036,0.0485269,Newham
1300,Costa Coffee,"6 University Way, Royal Docks, London E16 2RD, UK",51.5074009,0.0630865,Newham
1301,Costa Coffee,"1 Western Gateway, Royal Docks, London E16 1XL, UK",51.5081248,0.0288991,Newham
1302,Costa Coffee,"18260 Silvertown Way, London E16 1ED, UK",51.5142369,0.0078874,Newham
1303,Costa Coffee,"Beckton, London E6 7ER, UK",51.5167947,0.08201789999999999,Newham
1304,Costa Coffee,"Beckton Triangle Retail Park, Drive Thru Beckton, Claps Gate Ln E6 6LH, United Kingdom",51.5224566,0.0710631,Newham
1305,Costa Coffee,"50 High St N, East Ham, London E6 2HJ, UK",51.5345971,0.0535743,Newham
1306,Costa Coffee,"Unit 84, 54a Broadway, London E15 1XQ, UK",51.5416527,0.0001751,Newham
1307,Costa Coffee,"The Arcade Westfield Stratford City, Montfichet Rd, London E20 1EH, United Kingdom",51.5440692,-0.007159199999999999,Newham
1308,Costa Pronto,"Station Cres, Canning Town, London SE3 7EQ, UK",51.51378829999999,0.0083041,Newham
1309,D & D Patisserie,"41 High St N, East Ham, London E6 1HS, UK",51.534747,0.053027,Newham
1310,Delicious,"566 Barking Rd, Plaistow, London E13 9JU, UK",51.52639910000001,0.0304043,Newham
1311,EAT.,"Westfield stratford city, 1 Stratford Place, London E20 1EJ, United Kingdom",51.5429589,-0.0045639,Newham
1312,Espressamente Illy,"Hartmann Rd, Royal Docks, London E16 2PB, UK",51.5033253,0.0496628,Newham
1313,Euro Coffee Ltd,"9ar, Unit6, 349 Green St, London E13 9AR, United Kingdom",51.5362369,0.0353675,Newham
1314,Family Cafe London,"235 Plaistow Rd, London E15 3EU, UK",51.53244280000001,0.0151071,Newham
1315,Fratelli's Docklands,"Unit 1A, Royal Victoria Dock, Western Gateway, Royal Docks, London E16 1BS, UK",51.5082807,0.0187962,Newham
1316,Friends Coffee House,"749 Barking Rd, East Ham, London E13 9ER, UK",51.5303304,0.0376225,Newham
1317,Greggs,"353 Barking Rd, Plaistow, London E13 8EE, UK",51.5222452,0.0219481,Newham
1318,Greggs,"95 High St N, East Ham, London E6 1HZ, UK",51.5357716,0.0523803,Newham
1319,Greggs,"52 Broadway, London E15 1XE, UK",51.5417706,-0.0001254,Newham
1320,Greggs Lathom Road,"158 High St N, East Ham, London E6 2HT, UK",51.5376759,0.0518256,Newham
1321,Greggs Upton Park,"380 Green St, Upton Park, London E13 9AP, UK",51.5359657,0.0350064,Newham
1322,Jolly's Coffee & Sandwich Bar,"707 Romford Rd, Manor Park, London E12 5AW, UK",51.5509892,0.0477564,Newham
1323,Moka House,"126 Barking Rd, Canning Town, London E16 1EN, UK",51.517311,0.011806,Newham
1324,Nani Cafe,"Silvertown Way, Royal Docks, London E16 1AG, UK",51.5060964,0.0160521,Newham
1325,Pret A Manger,"SU 2054, 202, The Gallery, Westfield, London E20 1ES, United Kingdom",51.5432476,-0.007337799999999999,Newham
1326,Prime Coffee London,"London Regatta Centre Clubhouse, 1020 Dockside Rd, Royal Docks, London E16 2QT, UK",51.5076669,0.0415206,Newham
1327,Sainsbury's Cafe,"44 St Christophers Dr, Hayes UB3 3EU, UK",51.5156219,-0.4036228,Newham
1328,Sawmill Cafe,"51-53 W Ham Ln, London E15 4PH, UK",51.539462,0.003938,Newham
1329,Starbucks,"Warehouse K, ExCel Centre, 2 Western Gateway, Royal Docks, London E16 1DR, UK",51.509085,0.0257485,Newham
1330,Starbucks Coffee,"Unit SU0038, Westfield, London E20 1EJ, United Kingdom",51.54289259999999,-0.0050038,Newham
1331,Tina We Salute You E20,"2 Olympic Park Ave, London E20 1EX, UK",51.5464007,-0.0129329,Newham
1332,Valbona Coffee,"London E15 4HH, United Kingdom",51.5398919,0.010989,Newham
1333,coffee and cream,"750 Romford Rd, Manor Park, London E12 6BU, UK",51.5529151,0.05418829999999999,Newham
1334,Bare Brew,"7 High St, Wanstead, London E11 2AA, UK",51.5799755,0.0237845,Redbridge
1335,Barista,"Ilford IG3 8EG, United Kingdom",51.5629174,0.0923553,Redbridge
1336,Belgique,"29 Cambridge Park, Wanstead, London E11 2PU, UK",51.575069,0.026112,Redbridge
1337,Belgique Cafe and Patisserie,"11 The Broadway, London IG8 0HL, UK",51.6079617,0.0334775,Redbridge
1338,Belgique Cafe and Patisserie in South Woodford,"253 High Rd, Woodford, Woodford Green IG8 9FB, UK",51.600116,0.019699,Redbridge
